"Property Name",,"es","Node Path","Description"
"Value","Data Type","Data Type","Localization\Controls\ReportsModule\DataType",
"Value","Filter","Filter","Localization\Controls\ReportsModule\Filter",
"Value","Filter Description","Filter Description","Localization\Controls\ReportsModule\FilterDescription",
"Value","Filter For Design Preview","Filter For Design Preview","Localization\Controls\ReportsModule\FilterForDesignPreview",
"Value","Filtering","Filtering","Localization\Controls\ReportsModule\Filtering",
"Value","Is Parametrized","Is Parametrized","Localization\Controls\ReportsModule\IsParametrized",
"Value","Parameters Object Type","Parameters Object Type","Localization\Controls\ReportsModule\ParametersObjectType",
"Value","Report Name","Report Name","Localization\Controls\ReportsModule\ReportName",
"RelatedReportsGroupCaption",,"Reportes","NavigationItems",
"Caption","Reports","Reports","NavigationItems\Items\Reports\Items\Reports",
"Caption","Reports","Informes","Views\ReportData_ListView",
"Caption","Edit","Editar","ActionDesign\Actions\EditReportController.Edit",
"Caption","Preview","Prevista","ActionDesign\Actions\PreviewReport",
"Caption","Show Report Designer","Mostrar el Diseñador de informes","ActionDesign\Actions\ShowReportDesigner",
"Caption","Execute Report","Ejecutar informe","ActionDesign\Actions\ExecuteReport",
"Caption","New Xaf Report Wizard Parameters","Nueva XAF parámetros de informe Asistente","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters",
"Caption","Report Type","Tipo de informe","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportType",
"Caption","Report Name","Nombre del informe","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportName",
"Caption","Data Type","Tipo de datos","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\DataType",
"Value","All Files","Todos los archivos","Localization\Captions\AllFiles",
"Value","Export layout to file...","diseño Exportar a archivo ...","Localization\Captions\ExportLayout",
"Value","Import layout from file...","Importar desde un archivo de diseño ...","Localization\Captions\ImportLayout",
"Value","Error","Error","Localization\Captions\ReportDesignerError",
"Value","Warning","Advertencia","Localization\Captions\ReportDesignerWarning",
"Value","Report Files","Informe de Archivos","Localization\Captions\ReportFiles",
"Value","Report Type","Report Type","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType",
"Value","Label","Etiqueta","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Label",
"Value","Standard","Norma","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Standard",
"Value","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","El filtro que ha configurado no puede ser utilizado como un tiempo de diseño del filtro, ya que utiliza los campos consultables.\r\nUna variación automática del filtro se creará para el uso en tiempo de diseño,\r\ny se puede modificar este mismo filtro estableciendo la propiedad FilterForDesignPreview.","Localization\Messages\ReportPreviewFilter",
"Value","Filters with queryable fields cannot be used for the FilterForDesignPreview property.","Los filtros con campos consultables no se puede utilizar para la propiedad FilterForDesignPreview.","Localization\Messages\WrongReportPreviewFilter",
"Caption","New Report Wizard","Nuevo Asistente para informes","Views\NewXafReportWizardParameters_DetailView",
"Text","To create a new report, please enter a name in the field below and select the primary data type of the report from the list.","Para crear un nuevo informe, por favor, introduzca un nombre en el campo de abajo y seleccione el tipo de datos principal del informe de la lista.","Views\NewXafReportWizardParameters_DetailView\Items\ReportText",
"Caption","Static(11)","Estática (11)","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static",
"Caption","New Report Params","Nuevos Parámetros Informe","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams",
"Caption","Simple Editors","Editores simple","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams\SimpleEditors",
"Caption","Preview","Preview","ActionDesign\Actions\ShowReportInPreviewWindow",
"ToolTip","Show report in preview window","Show report in preview window","ActionDesign\Actions\ShowReportInPreviewWindow",
"Caption","Preview","Preview","ActionDesign\Actions\ReportViewerDialogController_Preview",
"Caption","Close","Close","ActionDesign\Actions\ReportViewerDialogController_Close",
"Value","Press OK to download the report","Press OK to download the report","Localization\Captions\DownloadReportMessage",
"Caption","View","Ver","ActionDesign\Actions\ChangeVariant",
"ToolTip","Switch current view representation","Interruptor de la representación vista actual","ActionDesign\Actions\ChangeVariant",
"RelatedViewVariantsGroupCaption","View Variants","View Variants","NavigationItems",
"Caption","Save Script","Guardar archivo de comandos","ActionDesign\Actions\SaveScriptForDialogWindow",
"Caption","Pause Recording","Pausa de grabación","ActionDesign\Actions\PauseRecording",
"Caption","Resume Recording","Reanudar la grabación","ActionDesign\Actions\ResumeRecording",
"Caption","Show Script","Mostrar Script","ActionDesign\Actions\ShowScript",
"Caption","Save Script","Guardar archivo de comandos","ActionDesign\Actions\SaveScript",
"Caption","Script","Script","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script",
"Caption","Script Log","Script Log","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script\OwnMembers\ScriptLog",
"Caption","EasyTest Recorder","EasyTest grabadora","ActionDesign\Actions\EasyTestRecorder",
"Value","Back Color","Back Color","Localization\Controls\HtmlEditor\BackcolorHint",
"Value","Bold","Bold","Localization\Controls\HtmlEditor\BoldHint",
"Value","Copy","Copy","Localization\Controls\HtmlEditor\CopyHint",
"Value","Cut","Cut","Localization\Controls\HtmlEditor\CutHint",
"Value","Font","Font","Localization\Controls\HtmlEditor\FontCaption",
"Value","Font","Font","Localization\Controls\HtmlEditor\FontHint",
"Value","Font Size","Font Size","Localization\Controls\HtmlEditor\FontSizeCaption",
"Value","Font Size","Font Size","Localization\Controls\HtmlEditor\FontSizeHint",
"Value"," Fore Color"," Fore Color","Localization\Controls\HtmlEditor\ForecolorHint",
"Value","Indent","Indent","Localization\Controls\HtmlEditor\IndentHint",
"Value","Insert Hyperlink","Insert Hyperlink","Localization\Controls\HtmlEditor\InsertHyperlinkHint",
"Value","Insert Image","Insert Image","Localization\Controls\HtmlEditor\InsertImageHint",
"Value","Insert Ordered List","Insert Ordered List","Localization\Controls\HtmlEditor\InsertOrderedListHint",
"Value","Insert Unordered List","Insert Unordered List","Localization\Controls\HtmlEditor\InsertUnorderedListHint",
"Value","Italic","Italic","Localization\Controls\HtmlEditor\ItalicHint",
"Value","Justify Center","Justify Center","Localization\Controls\HtmlEditor\JustifyCenterHint",
"Value","Justify Full","Justify Full","Localization\Controls\HtmlEditor\JustifyFullHint",
"Value","Justify Left","Justify Left","Localization\Controls\HtmlEditor\JustifyLeftHint",
"Value","Justify Right","Justify Right","Localization\Controls\HtmlEditor\JustifyRightHint",
"Value","Outdent","Outdent","Localization\Controls\HtmlEditor\OutdentHint",
"Value","Paste","Paste","Localization\Controls\HtmlEditor\PasteHint",
"Value","Redo","Redo","Localization\Controls\HtmlEditor\RedoHint",
"Value","Remove Formating","Remove Formating","Localization\Controls\HtmlEditor\RemoveFormatingHint",
"Value","Remove Hyperlink","Remove Hyperlink","Localization\Controls\HtmlEditor\RemoveHyperlinkHint",
"Value","Strikeout","Strikeout","Localization\Controls\HtmlEditor\StrikeoutHint",
"Value","Address","Address","Localization\Controls\HtmlEditor\StyleAddressCaption",
"Value","Heading","Heading","Localization\Controls\HtmlEditor\StyleHeadingCaption",
"Value","Normal","Normal","Localization\Controls\HtmlEditor\StyleNormalCaption",
"Value","Styles","Styles","Localization\Controls\HtmlEditor\StylesCaption",
"Value","Styles","Styles","Localization\Controls\HtmlEditor\StylesHint",
"Value","Subscript","Subscript","Localization\Controls\HtmlEditor\SubscriptHint",
"Value","Superscript","Superscript","Localization\Controls\HtmlEditor\SuperscriptHint",
"Value","Design","Design","Localization\Controls\HtmlEditor\TabDesignCaption",
"Value","Underline","Underline","Localization\Controls\HtmlEditor\UnderlineHint",
"Value","Undo","Undo","Localization\Controls\HtmlEditor\UndoHint",
"Value","Object is not valid","Object is not valid","Localization\Controls\SchedulerModuleBase\ObjectNotValid",
"Value","Warning","Warning","Localization\Controls\SchedulerModuleBase\RecurrenceChangingHeader",
"Value","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","Localization\Controls\SchedulerModuleBase\RecurrenceChangingMessage",
"Caption","Refresh KPI","Refresh KPI","ActionDesign\Actions\RefreshKpi",
"Caption","Show Chart","Show Chart","ActionDesign\Actions\ShowChart",
"Caption","Base Kpi Object","Base Kpi Object","BOModel\DevExpress.ExpressApp.Kpi.BaseKpiObject",
"Caption","IDate Range","IDate Range","BOModel\DevExpress.ExpressApp.Kpi.IDateRange",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Name",
"Caption","Caption","Caption","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Caption",
"Caption","Start Point","Start Point","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\StartPoint",
"Caption","End Point","End Point","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\EndPoint",
"Caption","Kpi","Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\Kpi",
"Caption","Actions Toolbar Visibility","Actions Toolbar Visibility","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","Definition","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","Active","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","Target Object Type","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Criteria","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","Expression","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","Green Zone","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Red Zone","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Range","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Compare","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Range To Compare","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Measurement Frequency","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Direction","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","Period","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Current","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Objects","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Suppressed Series","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Enable Customize Representation","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","Kpi History Item","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","Range Start","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","Range End","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","Value","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","KPI","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","History Items","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","Scorecards","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","Period","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","Current","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","Previous","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","Change","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","Trend","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","Sparkline","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","Chart Data Source","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","Gauge Data Source","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","Scorecard","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","Indicators","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","Kpi","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","Day Month Ago","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","Day Week Ago","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","Day Year Ago","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","Last Month To Date","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","Last Ten Days","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","Last Thirty Days","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","Last Three Days","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","Last Week To Date","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","Last Year To Date","Localization\DateRanges\LastYearToDate",
"Value","Now","Now","Localization\DateRanges\Now",
"Value","This Month To Date","This Month To Date","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","This Week To Date","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","This Year To Date","Localization\DateRanges\ThisYearToDate",
"Value","Today","Today","Localization\DateRanges\Today",
"Value","Yesterday","Yesterday","Localization\DateRanges\Yesterday",
"Value","Trend","Trend","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","Better","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","No change","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","Worse","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","Direction","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","High is better","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","Low is better","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","Current","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","Previous","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","Time Interval Type","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","Day","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","Hour","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","Month","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","Week","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","Year","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","The '{0}' range is not found.","Localization\Exceptions\RangeNotFound",
"Value","Vs","Vs","Localization\Texts\VersusText",
"Caption","Definition","Definition","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","Criteria","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","MeasurementOptions","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","Zones","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","Preview","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","Objects","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","Preview.Objects_Group","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","Change State","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","Change state of the current object","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","Caption","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","Marker Object","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","Target Object Criteria","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","State Machine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","Transitions","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","Appearances","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","IDCState Appearance","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","State","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","Target Items","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
"Caption","Appearance Item Type","Appearance Item Type","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Method","Method","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Method",
"Caption","Context","Context","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Context",
"Caption","Declaring Type","Declaring Type","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\DeclaringType",
"Caption","Priority","Priority","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Priority",
"Caption","Font Style","Font Style","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontStyle",
"Caption","Font Color","Font Color","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Back Color","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\BackColor",
"Caption","Visibility","Visibility","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Visibility",
"Caption","Enabled","Enabled","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Enabled",
"Caption","IDCState Machine","IDCState Machine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Name",
"Caption","Active","Active","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Active",
"Caption","Expand Actions In Detail View","Expand Actions In Detail View","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Target Object Type","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","State Property Name","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Start State","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","States","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","IDCTransition","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Caption","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Source State","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Target State","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Marker Object","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Marker","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Display Name","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","State Machine Object Base","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","State","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Caption","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","State Machine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Marker","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Target Object Criteria","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Transitions","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Appearance","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Appearance","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Appearance Item Type","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Context","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Target Items","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Priority","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Font Color","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Back Color","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Font Style","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Enabled","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Visibility","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","State Machine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
"Caption","Active","Active","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Active",
"Caption","Target Object Type","Target Object Type","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","State Property Name","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Start State","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StartState",
"Caption","States","States","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\States",
"Caption","Expand Actions In Detail View","Expand Actions In Detail View","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Transition","Transition","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition",
"Caption","Caption","Caption","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Caption",
"Caption","Source State","Source State","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SourceState",
"Caption","Target State","Target State","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\TargetState",
"Caption","Index","Index","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Index",
"Caption","Save And Close View","Save And Close View","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SaveAndCloseView",
"Caption","String Object","String Object","BOModel\DevExpress.ExpressApp.Utils.StringObject",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Utils.StringObject\OwnMembers\Name",
"Value","Font Style","Font Style","Localization\Enums\System.Drawing.FontStyle",
"Value","Bold","Bold","Localization\Enums\System.Drawing.FontStyle\Bold",
"Value","Italic","Italic","Localization\Enums\System.Drawing.FontStyle\Italic",
"Value","Regular","Regular","Localization\Enums\System.Drawing.FontStyle\Regular",
"Value","Strikeout","Strikeout","Localization\Enums\System.Drawing.FontStyle\Strikeout",
"Value","Underline","Underline","Localization\Enums\System.Drawing.FontStyle\Underline",
"Value","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","Localization\StateMachine\TransitionValidationMessage",
"Caption","State Machine","State Machine","NavigationItems\Items\State Machine",
"MessageTemplateMustBeReferenced","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","Validation\Rules\StateIsReferencedDc",
"MessageTemplateMustBeReferenced","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","Validation\Rules\StateIsReferencedXpo",
"Caption","IDCState Appearance","IDCState Appearance","Views\IDCStateAppearance_DetailView\Layout\Main\SimpleEditors\IDCStateAppearance",
"Caption","IDCState Machine","IDCState Machine","Views\IDCStateMachine_DetailView\Layout\Main\SimpleEditors\IDCStateMachine",
"Caption","Activate","Activate","ActionDesign\Actions\Activate",
"Caption","Deactivate","Deactivate","ActionDesign\Actions\Deactivate",
"Caption","Show Workflow Instances","Show Workflow Instances","ActionDesign\Actions\ShowWorkflowInstances",
"Caption","Cancel","Cancel","ActionDesign\Actions\CancelWorkflowInstance",
"ConfirmationMessage","You are about to cancel the selected item(s). Do you want to proceed?","You are about to cancel the selected item(s). Do you want to proceed?","ActionDesign\Actions\CancelWorkflowInstance",
"Caption","Terminate","Terminate","ActionDesign\Actions\TerminateWorkflowInstance",
