"Property Name",,"ja","Node Path","Description"
"Caption","Effective Write","書き込み","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\EffectiveWrite",
"Caption","Inherited From","継承元","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\InheritedFrom",
"Caption","Object Operation Permissions","オブジェクト操作の権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject",
"Caption","Criteria","基準","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\Criteria",
"Caption","Allow Read","読み取りを許可","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowRead",
"Caption","Allow Write","書き込みを許可","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowWrite",
"Caption","Allow Delete","削除を許可","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowDelete",
"Caption","Allow Navigate","ナビゲートを許可","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\AllowNavigate",
"Caption","Owner","所有者","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\Owner",
"Caption","Effective Read","読み取り","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\EffectiveRead",
"Caption","Effective Write","書き込み","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\EffectiveWrite",
"Caption","Effective Delete","削除","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\EffectiveDelete",
"Caption","Effective Navigate","ナビゲート","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\EffectiveNavigate",
"Caption","Inherited From","継承元","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemObjectPermissionsObject\OwnMembers\InheritedFrom",
"Caption","Role","ロール","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRole",
"Caption","Users","ユーザー","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRole\OwnMembers\Users",
"Caption","Child Roles","子ロール","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRole\OwnMembers\ChildRoles",
"Caption","Parent Roles","Parent Roles","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRole\OwnMembers\ParentRoles",
"Caption","Base Role","ベース ロール","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRoleBase",
"Caption","Name","名前","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRoleBase\OwnMembers\Name",
"Caption","Is Administrative","管理者権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRoleBase\OwnMembers\IsAdministrative",
"Caption","Can Edit Model","モデル編集の許可","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemRoleBase\OwnMembers\CanEditModel",
"Caption","Type Operation Permissions","タイプ操作権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionObject",
"Caption","Owner","所有者","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionObject\OwnMembers\Owner",
"Caption","Base Type Operation Permissions","タイプ操作権限のベース","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase",
"Caption","Target Type","ターゲット タイプ","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\TargetType",
"Caption","Object","オブジェクト","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\Object",
"Caption","Read","読み取り","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\AllowRead",
"Caption","Write","書き込み","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\AllowWrite",
"Caption","Create","作成","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\AllowCreate",
"Caption","Delete","削除","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\AllowDelete",
"Caption","Navigate","ナビゲート","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\AllowNavigate",
"Caption","Member Permissions","メンバー権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\MemberPermissions",
"Caption","Object Permissions","オブジェクト権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectBase\OwnMembers\ObjectPermissions",
"Caption","Type Operation Permissions Owner","タイプ操作権限の所有者","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectOwner",
"Caption","Type Permissions","タイプ権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectOwner\OwnMembers\TypePermissions",
"Caption","Data Access Permissions","データ アクセス権限","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemTypePermissionsObjectOwner\OwnMembers\TypePermissionMatrix",
"Caption","User","ユーザー","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemUser",
"Caption","Roles","ロール","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemUser\OwnMembers\Roles",
"Caption","Type Operation Permission","タイプ操作の権限","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionData",
"Caption","Allow Create","作成を許可","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionData\OwnMembers\AllowCreate",
"Caption","Allow Delete","削除を許可","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionData\OwnMembers\AllowDelete",
"Caption","Allow Navigate","ナビゲートを許可","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionData\OwnMembers\AllowNavigate",
"Caption","Type Operation Permission Descriptor","タイプ操作の権限記述子","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor",
"Caption","Object Type","オブジェクト タイプ","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\ObjectType",
"Caption","Parent","親","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Parent",
"Caption","Object","オブジェクト","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Object",
"Caption","Category","カテゴリ","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Category",
"Caption","Read","読み取り","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","書き込み","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Create","作成","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Create",
"Caption","Delete","削除","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Delete",
"Caption","Navigate","ナビゲート","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Navigate",
"Caption","Type Permission Data","タイプ権限データ","BOModel\DevExpress.ExpressApp.Security.TypePermissionData",
"Caption","Target Type","ターゲット タイプ","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\TargetType",
"Caption","Allow Read","読み取りを許可","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowRead",
"Caption","Allow Write","書き込みを許可","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowWrite",
"Caption","Type Permission Details","タイプ権限の詳細","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails",
"Caption","Member Permissions","メンバー権限","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\MemberPermissions",
"Caption","Object Permissions","オブジェクト権限","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\ObjectPermissions",
"Value","Login: {0}","ログイン: {0}","Localization\Controls\ServerLog\AuthenticationStandardLogonParametersTemplate",
"Value","User cannot be found through the IsGranted operation.","IsGranted 操作でユーザーが見つかりません。","Localization\Controls\ServerLog\CannotFindUser",
"Value","IsGranted has been received.\r\nResponse:{0}.","IsGranted を受信しました。\r\n応答:{0}.","Localization\Controls\ServerLog\IsGrantedMessage",
"Value","Permission:\r\n{0}","アクセス許可:\r\n{0}","Localization\Controls\ServerLog\Permission",
"Value","PermissionRequest\r\n{0}","アクセス許可のリクエスト\r\n{0}","Localization\Controls\ServerLog\PermissionRequest",
"Value","Model Access Modifier","モデル アクセス修飾子","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier",
"Value","Allow","許可","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Allow",
"Value","Deny","拒否","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Deny",
"Value","Object Access","オブジェクト アクセス","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess",
"Value","AllAccess","AllAccess","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\AllAccess",
"Value","ChangeAccess","ChangeAccess","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\ChangeAccess",
"Value","Create","作成","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Create",
"Value","Delete","削除","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Delete",
"Value","Navigate","ナビゲート","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Navigate",
"Value","NoAccess","NoAccess","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\NoAccess",
"Value","Read","読み取り","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Read",
"Value","Write","書き込み","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Write",
"Value","Object Access Modifier","オブジェクト アクセス修飾子","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier",
"Value","Allow","許可","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Allow",
"Value","Deny","拒否","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Deny",
"Value","None","なし","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\None",
"Value","You can not delete the '{0}' object due to the security restrictions.","セキュリティ制限のため、'{0}' オブジェクトを削除できません。","Localization\Exceptions\CanNotDeleteObject",
"Value","You can not save the '{0}' object due to the security restrictions.","セキュリティ制限のため、'{0}' オブジェクトを保存できません。","Localization\Exceptions\CanNotSaveObject",
"Value","The '{0}' user is last administrator in the system. Unable to revoke administrative rights.","{0}' ユーザーはシステムの最後の管理者です。管理者権限を失効できません。","Localization\Exceptions\UserVisibleExceptions\Security\LastAdmin",
"Value","Login failed for '{0}'. {1}","{0}' のログインに失敗しました。{1}","Localization\Exceptions\UserVisibleExceptions\Security\LoginFailed",
"Value","New password is equal to old password.","新しいパスワードは古いパスワードと同じです。","Localization\Exceptions\UserVisibleExceptions\Security\NewPasswordIsEqualToOldPassword",
"Value","Old password is wrong.","古いパスワードが間違っています。","Localization\Exceptions\UserVisibleExceptions\Security\OldPasswordIsWrong",
"Value","Passwords are different.","パスワードが異なっています。","Localization\Exceptions\UserVisibleExceptions\Security\PasswordsAreDifferent",
"Value","Make sure your user name is correct and retype the password in the correct case.","ユーザー名を再確認の上、大文字と小文字を区別してパスワードを入力してください。","Localization\Exceptions\UserVisibleExceptions\Security\RetypeTheInformation",
"Value","The user name must not be empty.","ユーザー名を空にできません。","Localization\Exceptions\UserVisibleExceptions\Security\UserNameIsEmpty",
"Value","Create","作成","Localization\Messages\Create",
"Value","Delete","削除","Localization\Messages\Delete",
"Value"," is granted on member in '{0}' class.","は '{0}' クラスのメンバーに許可されています。","Localization\Messages\IsGrantedFrom",
"Value"," is inherited from '{0}' class. ","は '{0}' クラスより継承されています。","Localization\Messages\IsInheritedFrom",
"Value","Navigate","ナビゲート","Localization\Messages\Navigate",
"Value","Read","読み込み","Localization\Messages\Read",
"Value","Write","書き込み","Localization\Messages\Write",
"Caption","My Details","ユーザー情報","NavigationItems\Items\Default\Items\MyDetails",
"Caption","Log On","ログオン","Views\AuthenticationStandardLogonParameters_DetailView",
"Text","Welcome! Please enter your user name and password below.","ようこそ！ユーザー名とパスワードを入力してください。","Views\AuthenticationStandardLogonParameters_DetailView\Items\LogonText",
"Caption","Change password on first logon","初回ログオン時にパスワードを変更","Views\ChangePasswordOnLogonParameters_DetailView",
"Text","For security reasons, you must now set your own password. Please enter your new password in the two text fields below, and be sure not to reuse a password you used before.","セキュリティ上の理由により、パスワードを設定する必要があります。以下の2つの入力フィールドで新しいパスワードを入力してください。以前使用したパスワードは使用しないでください。","Views\ChangePasswordOnLogonParameters_DetailView\Items\ChangePasswordText",
"Caption","Change Password","パスワードの変更","Views\ChangePasswordParameters_DetailView",
"Text","To change your password, please enter your old and new passwords in the text fields below.","パスワードを変更するには、下のテキスト フィールドに古いパスワードと新しいパスワードを入力してください。","Views\ChangePasswordParameters_DetailView\Items\ChangePasswordText",
"Caption","Reset Password","パスワードのリセット","Views\ResetPasswordParameters_DetailView",
"Text","Setting the user's password will create a new password for the user automatically, and at the same time disable the user's login with the old password. You must then pass on the new password to the user, so he/she can continue to work with the application. Are you sure you want to do this?","ユーザーのパスワードを設定すると、自動的に新しいパスワードが作成され、同時に古いパスワードを無効にします。ユーザーが作業を継続できるよう、新しいパスワードを知らせる必要があります。パスワードを設定してもよろしいですか？","Views\ResetPasswordParameters_DetailView\Items\ResetPasswordText",
"Caption","Role","ロール","Views\SecurityStrategyRole_LookupListView",
"Caption","User","ユーザー","Views\SecurityUserBase_LookupListView",
"Caption","User","ユーザー","Views\SecurityUserWithRolesBase_LookupListView",
"Value","Warning","警告","Localization\Captions\SchedulerResourceDeletingWarning",
"Value","Please refresh the event detail view to load changes.","変更を反映させるにはイベントの詳細ビューを更新してください。","Localization\Messages\SchedulerResourceDeletingWarning",
"Caption","Edit Series","シーリーズの編集","ActionDesign\Actions\EditSeries",
"Caption","Open Series","シリーズを開く","ActionDesign\Actions\OpenSeries",
"Caption","Restore Occurrence","定期的な予定を復元","ActionDesign\Actions\RestoreOccurrence",
"Caption","Edit Series","シーリーズの編集","ActionDesign\Actions\EditSeriesDetailView",
"Value","Do you want to delete all occurrences of the recurring appointment ""{0}"", or just this one?","予定 ""{0}"" のすべての発生件数を削除しますか？またはこの予定のみを削除しますか？","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationCaption",
"Value","This occurrence","今回の発生","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationOccurrence",
"Value","The Series","シリーズ","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationSeries",
"Value","Confirm Delete","削除を確認","Localization\Controls\SchedulerAspNetModule\DeleteRecurrencePopupControlHeader",
"Value","Recurrence","定期的なアイテム","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlHeader",
"Value","Remove recurrence","定期的アイテムの削除","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlRemoveRecurrence",
"Caption","Open","開く","ActionDesign\Actions\OpenCategory",
"Caption","Fill Categories","カテゴリの投入","ActionDesign\Actions\FillCategories",
"Caption","Categorize Images","画像の分類","ActionDesign\Actions\CategorizeImages",
"Caption","Image Preview List Mode","画像プレビュー リスト モード","ActionDesign\Actions\ImagePreviewListMode",
"Caption","List","リスト","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\List",
"Caption","Thumbnails","サムネイル","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\Thumbnails",
"Caption","Assembly Image Source Browser","アセンブリ画像ソース ブラウザ","BOModel\DevExpress.ExpressApp.Demos.Win.AssemblyImageSourceBrowser",
"Caption","Category","カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString",
"Caption","Name","名前","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Name",
"Caption","Images","画像","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Images",
"Caption","File Image Source Browser","ファイル画像ソース ブラウザ","BOModel\DevExpress.ExpressApp.Demos.Win.FileImageSourceBrowser",
"Caption","Image Browser Category","画像ブラウザ カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory",
"Caption","Owner","所有者","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Owner",
"Caption","Parent Category","親カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ParentCategory",
"Caption","Child Categories","子カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ChildCategories",
"Caption","Name","名前","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Name",
"Caption","Image Node","画像ノード","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode",
"Caption","Image","画像","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode\OwnMembers\Image",
"Caption","Image","画像","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject",
"Caption","Image Name","画像名","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\ImageName",
"Caption","Small","小さい","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image12x12",
"Caption","Original","オリジナル","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image16x16",
"Caption","Large","大きい","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image32x32",
"Caption","Dialog","ダイアログ","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image48x48",
"Caption","Original Image","元の画像","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\OriginalImage",
"Caption","Categories","カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Categories",
"Caption","Images Group Node","画像グループ ノード","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode",
"Caption","Images","画像","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode\OwnMembers\Images",
"Caption","Image Source Browser","画像ソース ブラウザ","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase",
"Caption","Image Source Name","画像ソース名","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageSourceName",
"Caption","Image Categories","画像カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageCategories",
"Caption","Categories","カテゴリー","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\Categories",
"Caption","Images","画像","NavigationItems\Items\Images",
"Caption","Image Preview Object","画像プレビュー オブジェクト","Views\ImagePreviewObject_DetailView\Layout\Main\SimpleEditors\ImagePreviewObject",
"Value","Chart data vertical","縦方向のグラフ データ","Localization\PivotGridModule\ChartDataVertical",
"Value","Chart options","グラフ オプション","Localization\PivotGridModule\ChartOptions",
"Value","Clear settings","設定のクリア","Localization\PivotGridModule\ClearSettings",
"Value","Hide Chart","グラフの非表示","Localization\PivotGridModule\HideChart",
"Value","Invoke Wizard","ウィザードを起動","Localization\PivotGridModule\InvokeWizard",
"Value","Show Chart","グラフの表示","Localization\PivotGridModule\ShowChart",
"Value","Show column grand totals","列の総計を表示","Localization\PivotGridModule\ShowColumnGrandTotals",
"Value","Show column totals","列の合計を表示","Localization\PivotGridModule\ShowColumnTotals",
"Value","Show row grand totals","行の総計を表示","Localization\PivotGridModule\ShowRowGrandTotals",
"Value","Show row totals","行の合計を表示","Localization\PivotGridModule\ShowRowTotals",
"Caption","Bind Analysis Data","バインド分析データ","ActionDesign\Actions\BindAnalysisData",
"Caption","Unbind Analysis Data","分析データのバインド解除","ActionDesign\Actions\UnbindAnalysisData",
"Value","Chart","グラフ","Localization\Controls\AnalysisControl\ChartTabCaption",
"Value","Chart type","グラフ タイプ","Localization\Controls\AnalysisControl\ChartTypeCaption",
"Value","Chart Wizard","グラフ ウィザード","Localization\Controls\AnalysisControl\ChartWizardText",
"Value","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","現在のピボット グリッドの設定で '{0}' タイプのグラフを作成できません。","Localization\Controls\AnalysisControl\IncorrectChartTypeErrorMessage",
"Value","Pivot","ピボット","Localization\Controls\AnalysisControl\PivotTabCaption",
"Value","Print the chart","グラフを印刷","Localization\Controls\AnalysisControl\PrintChartText",
"Value","Show Column Grand Total","列の総計を表示","Localization\Controls\AnalysisControl\ShowColumnGrandTotalText",
"Value","Show Row Grand Total","行の総計を表示","Localization\Controls\AnalysisControl\ShowRowGrandTotalText",
"RelatedAnalysisGroupCaption",,"分析","NavigationItems",
"Caption","Print PivotGrid","PivotGrid の印刷","ActionDesign\Actions\PrintPreviewPivotGrid",
"Caption","Print Chart","グラフの印刷","ActionDesign\Actions\PrintChart",
"Caption","ChartWizard","グラフ ウィザード","ActionDesign\Actions\ChartWizard",
"Caption","Show in Report","レポートに表示","ActionDesign\Actions\ShowInReport",
"ToolTip","Show selected records in a report","選択されたレコードをレポートに表示","ActionDesign\Actions\ShowInReport",
"Caption","Report","レポート","BOModel\DevExpress.ExpressApp.Reports.ReportData",
"Caption","Report Name","レポート名","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\ReportName",
"Caption","Data Type","データ タイプ","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\DataTypeCaption",
"Caption","Is Inplace Report","インプレース レポート","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\IsInplaceReport",
"Value","Data Type","データ タイプ","Localization\Controls\ReportsModule\DataType",
"Value","Filter","フィルター","Localization\Controls\ReportsModule\Filter",
"Value","Filter Description","フィルターの説明","Localization\Controls\ReportsModule\FilterDescription",
"Value","Filter For Design Preview","デザイン プレビューのフィルター","Localization\Controls\ReportsModule\FilterForDesignPreview",
"Value","Filtering","フィルター","Localization\Controls\ReportsModule\Filtering",
"Value","Is Parametrized","パラメーター化されている","Localization\Controls\ReportsModule\IsParametrized",
"Value","Parameters Object Type","パラメーター オブジェクト タイプ","Localization\Controls\ReportsModule\ParametersObjectType",
"Value","Report Name","レポート名","Localization\Controls\ReportsModule\ReportName",
"RelatedReportsGroupCaption",,"レポート","NavigationItems",
"Caption","Reports","レポート","NavigationItems\Items\Reports\Items\Reports",
"Caption","Reports","レポート","Views\ReportData_ListView",
"Caption","Edit","編集","ActionDesign\Actions\EditReportController.Edit",
"Caption","Preview","プレビュー","ActionDesign\Actions\PreviewReport",
"Caption","Show Report Designer","レポート デザイナを表示","ActionDesign\Actions\ShowReportDesigner",
"Caption","Execute Report","レポートの実行","ActionDesign\Actions\ExecuteReport",
"Caption","New Xaf Report Wizard Parameters","新規 XAF レポート ウィザード パラメーター","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters",
"Caption","Report Type","レポート タイプ","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportType",
"Caption","Report Name","レポート名","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportName",
"Caption","Data Type","データ タイプ","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\DataType",
"Value","All Files","すべてのファイル","Localization\Captions\AllFiles",
"Value","Export layout to file...","レイアウトをファイルにエクスポート...","Localization\Captions\ExportLayout",
"Value","Import layout from file...","レイアウトをファイルからインポート...","Localization\Captions\ImportLayout",
"Value","Error","エラー","Localization\Captions\ReportDesignerError",
"Value","Warning","警告","Localization\Captions\ReportDesignerWarning",
"Value","Report Files","レポート ファイル","Localization\Captions\ReportFiles",
"Value","Report Type","レポート タイプ","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType",
"Value","Label","ラベル","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Label",
"Value","Standard","標準","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Standard",
"Value","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","設定しているフィルターはクエリ可能なフィールドを使用しているため、デザイン時フィルターとして使用できません。\r\nデザイン時に使用できるフィルターの自動タイプが作成されます。\r\nFilterForDesignPreview プロパティを設定するとフィルターを手動で変更できます。","Localization\Messages\ReportPreviewFilter",
"Value","Filters with queryable fields cannot be used for the FilterForDesignPreview property.","クエリ可能なフィールドを持つフィルターは FilterForDesignPreview プロパティに使用できません。","Localization\Messages\WrongReportPreviewFilter",
"Caption","New Report Wizard","新規レポート ウィザード","Views\NewXafReportWizardParameters_DetailView",
"Text","To create a new report, please enter a name in the field below and select the primary data type of the report from the list.","新しいレポートを作成するには、下のフィールドに名前を入力し、リストからレポートの主要データ タイプを選択してください。","Views\NewXafReportWizardParameters_DetailView\Items\ReportText",
"Caption","Static(11)","静的(11)","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static",
"Caption","New Report Params","新規レポート パラメーター","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams",
"Caption","Simple Editors","シンプル エディタ","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams\SimpleEditors",
"Caption","Preview","プレビュー","ActionDesign\Actions\ShowReportInPreviewWindow",
"ToolTip","Show report in preview window","プレビュー ウィンドウ内にレポートを表示","ActionDesign\Actions\ShowReportInPreviewWindow",
"Caption","Preview","プレビュー","ActionDesign\Actions\ReportViewerDialogController_Preview",
"Caption","Close","閉じる","ActionDesign\Actions\ReportViewerDialogController_Close",
"Value","Press OK to download the report","レポートをダウンロードするには「OK」をクリックしてください。","Localization\Captions\DownloadReportMessage",
"Caption","View","表示","ActionDesign\Actions\ChangeVariant",
"ToolTip","Switch current view representation","現在のビューの表示を切り替え","ActionDesign\Actions\ChangeVariant",
"RelatedViewVariantsGroupCaption","View Variants","バリエーションの表示","NavigationItems",
"Caption","Save Script","スクリプトを保存","ActionDesign\Actions\SaveScriptForDialogWindow",
"Caption","Pause Recording","記録の一時停止","ActionDesign\Actions\PauseRecording",
"Caption","Resume Recording","記録の再開","ActionDesign\Actions\ResumeRecording",
"Caption","Show Script","スクリプトを表示","ActionDesign\Actions\ShowScript",
"Caption","Save Script","スクリプトを保存","ActionDesign\Actions\SaveScript",
"Caption","Script","スクリプト","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script",
"Caption","Script Log","スクリプト ログ","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script\OwnMembers\ScriptLog",
"Caption","EasyTest Recorder","EasyTest レコーダー","ActionDesign\Actions\EasyTestRecorder",
"Value","Back Color","背景色","Localization\Controls\HtmlEditor\BackcolorHint",
"Value","Bold","太字","Localization\Controls\HtmlEditor\BoldHint",
"Value","Copy","コピー","Localization\Controls\HtmlEditor\CopyHint",
"Value","Cut","切り取り","Localization\Controls\HtmlEditor\CutHint",
"Value","Font","フォント","Localization\Controls\HtmlEditor\FontCaption",
"Value","Font","フォント","Localization\Controls\HtmlEditor\FontHint",
"Value","Font Size","フォント サイズ","Localization\Controls\HtmlEditor\FontSizeCaption",
"Value","Font Size","フォント サイズ","Localization\Controls\HtmlEditor\FontSizeHint",
